#gene_symbol	gene_symbol_long	identifier	primary
MPK4c	Mitogen-activated protein kinase kinase 4 gene c	glyma.Wm82.gnm1.ann1.Glyma09G39190	1
BEN1	Brassinosteriod Insensitive 1 Enhanced 1 gene	glyma.Wm82.gnm1.ann1.Glyma09G40590	1
COL12a	Constans-like 12a	glyma.Wm82.gnm1.ann1.Glyma10G02621	1
HP10	Ubiquitous, Phosphotransfer Protein	glyma.Wm82.gnm1.ann1.Glyma10G02820	1
NAC071	NAC Transcription Factor gene 71	glyma.Wm82.gnm1.ann1.Glyma10G04350	1
PAP21	Purple acid phosphatase 21 gene	glyma.Wm82.gnm1.ann1.Glyma10G08300	1
FDL10	Flowering Locus D-like gene 10	glyma.Wm82.gnm1.ann1.Glyma10G08370	1
Le5	Lectin gene 5	glyma.Wm82.gnm1.ann1.Glyma10G15480	1
UO1	Urate Oxidase 1 gene	glyma.Wm82.gnm1.ann1.Glyma10G23790	1
HP04	Root Specific, Phosphotransfer Protein	glyma.Wm82.gnm1.ann1.Glyma10G29890	1
VQ46	VQ motif containing protein gene 46	glyma.Wm82.gnm1.ann1.Glyma10G41970	1
COL7a	Constans-like 7a	glyma.Wm82.gnm1.ann1.Glyma10G42090	1
D2	D2	glyma.Wm82.gnm1.ann1.Glyma11G02980	1
KEU	protein transporter  	glyma.Wm82.gnm1.ann1.Glyma11G03230	1
EXLB8	expansin-like B gene 8	glyma.Wm82.gnm1.ann1.Glyma11G04080	1
EXLB9	expansin-like B gene 9	glyma.Wm82.gnm1.ann1.Glyma11G04370	1
PRR49	Ubiquitous, Pseudo response regulator	glyma.Wm82.gnm1.ann1.Glyma11G04440	1
VQ47	VQ motif containing protein gene 47	glyma.Wm82.gnm1.ann1.Glyma11G04970	1
HK08	Root preferential, Histidine Kinase	glyma.Wm82.gnm1.ann1.Glyma11G08310	1
DGAT2E	diacylglycerol acyltransferase 2 gene E	glyma.Wm82.gnm1.ann1.Glyma11G09410	1
CYP81D5	oxygen binding 	glyma.Wm82.gnm1.ann1.Glyma11G09880	1
EXLA1	expansin-like A gene 1	glyma.Wm82.gnm1.ann1.Glyma11G10240	1
LPAT	Lysophosphatidyl acyltransferase	glyma.Wm82.gnm1.ann1.Glyma11G12830	1
MYB59	DNA binding / transcription factor  	glyma.Wm82.gnm1.ann1.Glyma11G15180	1
RR11	Root Preferential, Response Regulator Type-A	glyma.Wm82.gnm1.ann1.Glyma11G21650	1
DIN1	asparagine	glyma.Wm82.gnm1.ann1.Glyma11G27480	1
PAP22	Purple acid phosphatase gene 22	glyma.Wm82.gnm1.ann1.Glyma11G36510	1
RR23	Root Preferential, Response Regulator Type-B	glyma.Wm82.gnm1.ann1.Glyma11G37480	1
VQ48	VQ motif containing protein gene 48	glyma.Wm82.gnm1.ann1.Glyma11G38180	1
PAP23	Purple acid phosphatase gene 23	glyma.Wm82.gnm1.ann1.Glyma12G01000	1
TMT2a	gamma-Tocopherol methyltranserase 2 gene a	glyma.Wm82.gnm1.ann1.Glyma12G01690	1
EXLA2	expansin-like A gene 2	glyma.Wm82.gnm1.ann1.Glyma12G02550	1
jmjC	transcription factor; jumonji (jmjC) domain-containing protein	glyma.Wm82.gnm1.ann1.Glyma12G05890	1
ADT2	AROGENATE DEHYDRATASE 2	glyma.Wm82.gnm1.ann1.Glyma12G07720	1
PRR42	Ubiquitous, Pseudo response regulator	glyma.Wm82.gnm1.ann1.Glyma12G07860	1
PRR7	Pseudo-response regulator gene 7	glyma.Wm82.gnm1.ann1.Glyma12G07860	0
PRR3B	Psudo-Response Regulator 3 gene B	glyma.Wm82.gnm1.ann1.Glyma12G07861	1
NAC083	NAC Transcription Factor gene 83	glyma.Wm82.gnm1.ann1.Glyma12G13710	1
PLA1-IId	Phospholipase A1-Iid	glyma.Wm82.gnm1.ann1.Glyma12G15430	1
HGO	HOMOGENTISATE 1,2-DIOXYGENASE	glyma.Wm82.gnm1.ann1.Glyma12G20220	1
NAC084	NAC Transcription Factor gene 84	glyma.Wm82.gnm1.ann1.Glyma12G22790	1
NAC085	NAC Transcription Factor gene 85	glyma.Wm82.gnm1.ann1.Glyma12G22880	1
VQ49	VQ motif containing protein gene 49	glyma.Wm82.gnm1.ann1.Glyma12G24250	1
FDL12	Flowering Locus D-like gene 12	glyma.Wm82.gnm1.ann1.Glyma12G30980	1
COL10a	Constans-like 10a	glyma.Wm82.gnm1.ann1.Glyma12G32221	1
PAP24	Purple acid phosphatase 24 gene	glyma.Wm82.gnm1.ann1.Glyma12G34960	1
NAC092	NAC Transcription Factor gene 92	glyma.Wm82.gnm1.ann1.Glyma12G35000	1
VQ50	VQ motif containing protein gene 50	glyma.Wm82.gnm1.ann1.Glyma12G35380	1
SWEET29	sucrose effluxer gene 29	glyma.Wm82.gnm1.ann1.Glyma12G36300	1
COL4a	Constans-like 4a	glyma.Wm82.gnm1.ann1.Glyma13G01290	1
RR13	Root Preferential, Response Regulator Type-A	glyma.Wm82.gnm1.ann1.Glyma13G03560	1
FDL13	Flowering Locus D-like gene 13	glyma.Wm82.gnm1.ann1.Glyma13G03880	1
NAC095	NAC Transcription Factor gene 95	glyma.Wm82.gnm1.ann1.Glyma13G05540	1
VQ51	VQ motif containing protein gene 51	glyma.Wm82.gnm1.ann1.Glyma13G08831	1
VQ52	VQ motif containing protein gene 52	glyma.Wm82.gnm1.ann1.Glyma13G10840	1
COL9a	Constans-like 9a	glyma.Wm82.gnm1.ann1.Glyma13G11592	1
MKK2b	Mitogen-activated protein kinase kinase 2 gene b	glyma.Wm82.gnm1.ann1.Glyma13G16650	1
KASII-B	beta-ketoacyl-ACP synthetase 2 gene 2	glyma.Wm82.gnm1.ann1.Glyma13G17290	1
KASIIb	3-ketoacyl-ACP synthase II	glyma.Wm82.gnm1.ann1.Glyma13G17290	0
DGAT3B	diacylglycerol acyltransferase 3 gene B	glyma.Wm82.gnm1.ann1.Glyma13G17860	1
PRR41	Root Preferential, Pseudo response regulator	glyma.Wm82.gnm1.ann1.Glyma13G19870	1
RR32	Root Specific, Response Regulator Type-B	glyma.Wm82.gnm1.ann1.Glyma13G22320	1
PAP25	Purple acid phosphatase 25 gene	glyma.Wm82.gnm1.ann1.Glyma13G23090	1
VQ53	VQ motif containing protein gene 53	glyma.Wm82.gnm1.ann1.Glyma13G24700	1
VQ54	VQ motif containing protein gene 54	glyma.Wm82.gnm1.ann1.Glyma13G26290	1
RR18	Root specific, Response Regulator Type-A	glyma.Wm82.gnm1.ann1.Glyma13G26770	1
HP02	Ubiquitous, Phosphotransfer Protein	glyma.Wm82.gnm1.ann1.Glyma13G28390	1
VQ55	VQ motif containing protein gene 55	glyma.Wm82.gnm1.ann1.Glyma13G29005	1
VQ56	VQ motif containing protein gene 56	glyma.Wm82.gnm1.ann1.Glyma13G31180	1
NAC099	NAC Transcription Factor gene 99	glyma.Wm82.gnm1.ann1.Glyma13G31660	1
PB1	octicosapeptide/Phox/Bem1p (PB1) domain-containing protein  	glyma.Wm82.gnm1.ann1.Glyma13G32730	1
COL5b	Constans-like 5b	glyma.Wm82.gnm1.ann1.Glyma13G33420	1
SWEET34	sucrose effluxer gene 34	glyma.Wm82.gnm1.ann1.Glyma13G33950	1
VQ57	VQ motif containing protein gene 57	glyma.Wm82.gnm1.ann1.Glyma13G35130	1
NAC101	NAC Transcription Factor gene 101	glyma.Wm82.gnm1.ann1.Glyma13G35550	1
NAC102	NAC Transcription Factor gene 102	glyma.Wm82.gnm1.ann1.Glyma13G35560	1
PAP26	Purple acid phosphatase 26 gene	glyma.Wm82.gnm1.ann1.Glyma13G35610	1
RIC1	CLE-related protein RIC1	glyma.Wm82.gnm1.ann1.Glyma13G36830	1
COL10b	Constans-like 10b	glyma.Wm82.gnm1.ann1.Glyma13G38251	1
FDL1339	Flowering Locus D-like gene 1339	glyma.Wm82.gnm1.ann1.Glyma13G39340	1
AR791	actin binding	glyma.Wm82.gnm1.ann1.Glyma13G42970	1
VQ58	VQ motif containing protein gene 58	glyma.Wm82.gnm1.ann1.Glyma14G00570	1
HK11	Ubiquitous, Histidine Kinase	glyma.Wm82.gnm1.ann1.Glyma14G01040	1
PAP27	Purple acid phosphatase gene 27	glyma.Wm82.gnm1.ann1.Glyma14G02790	1
ERD15D	Responsive to Desication 15 gene D	glyma.Wm82.gnm1.ann1.Glyma14G05980	1
SYP38	syntaxin	glyma.Wm82.gnm1.ann1.Glyma14G06610	1
BIK1-6	BOTRYTIS INDUCED KINASE1 gene 6	glyma.Wm82.gnm1.ann1.Glyma14G07460	1
HK03	Root Specific, Histidine Kinase	glyma.Wm82.gnm1.ann1.Glyma14G12330	1
RR28	Ubiquitous, Response Regiulator Type-B	glyma.Wm82.gnm1.ann1.Glyma14G13320	1
SWEET35	sucrose effluxer gene 35	glyma.Wm82.gnm1.ann1.Glyma14G17810	1
NAC109	NAC Transcription Factor gene 109	glyma.Wm82.gnm1.ann1.Glyma14G24220	1
SKP2A	protein binding  	glyma.Wm82.gnm1.ann1.Glyma14G26660	1
VQ59	VQ motif containing protein gene 59	glyma.Wm82.gnm1.ann1.Glyma14G29580	1
SWEET38	sucrose effluxer gene 38	glyma.Wm82.gnm1.ann1.Glyma14G30940	1
PP2C	protein phosphatase 2C	glyma.Wm82.gnm1.ann1.Glyma14G32430	1
VQ60	VQ motif containing protein gene 60	glyma.Wm82.gnm1.ann1.Glyma14G34681	1
COL8b	Constans-like 8b	glyma.Wm82.gnm1.ann1.Glyma14G36930	1
FAN		glyma.Wm82.gnm1.ann1.Glyma14G37350	1
PHP3	Root Specific, Phosphotransfer Protein	glyma.Wm82.gnm1.ann1.Glyma15G01010	1
AMF3	ammonium-facilitator 3	glyma.Wm82.gnm1.ann1.Glyma15G06660	1
CAMS1	CAMELLIOL C SYNTHASE 1	glyma.Wm82.gnm1.ann1.Glyma15G07110	1
NAC091	NAC Transcription Factor gene 91	glyma.Wm82.gnm1.ann1.Glyma15G07620	1
NAC113	NAC Transcription Factor gene 113	glyma.Wm82.gnm1.ann1.Glyma15G07620	0
VQ61	VQ motif containing protein gene 61	glyma.Wm82.gnm1.ann1.Glyma15G08160	1
DRM1	DORMANCY-ASSOCIATED PROTEIN 1	glyma.Wm82.gnm1.ann1.Glyma15G08300	1
HP01	Root Preferential, Phosphotransfer Protein	glyma.Wm82.gnm1.ann1.Glyma15G10660	1
RR22	Root Preferential, Response Regulator Type-B	glyma.Wm82.gnm1.ann1.Glyma15G15520	1
SWEET40	sucrose effluxer gene 40	glyma.Wm82.gnm1.ann1.Glyma15G16030	1
VQ62	VQ motif containing protein gene 62	glyma.Wm82.gnm1.ann1.Glyma15G16990	1
MKK1a	Mitogen-activated protein kinase kinase 1 gene a	glyma.Wm82.gnm1.ann1.Glyma15G18860	1
RR29	Root Preferential, Response Regulator Type-B	glyma.Wm82.gnm1.ann1.Glyma15G24770	1
WRI1	WRINKLED1	glyma.Wm82.gnm1.ann1.Glyma15G34770	1
FDL15	Flowering Locus D-like gene 15	glyma.Wm82.gnm1.ann1.Glyma15G35080	1
VQ63	VQ motif containing protein gene 63	glyma.Wm82.gnm1.ann1.Glyma15G37230	1
RR06	Root specific, Response Regulator Type-A	glyma.Wm82.gnm1.ann1.Glyma15G37770	1
VQ64	VQ motif containing protein gene 64	glyma.Wm82.gnm1.ann1.Glyma15G40000	1
NCED3	NINE-CIS-EPOXYCAROTENOID DIOXYGENASE3	glyma.Wm82.gnm1.ann1.Glyma15G40070	1
VQ65	VQ motif containing protein gene 65	glyma.Wm82.gnm1.ann1.Glyma15G42280	1
PRR44	Ubiquitous, Pseudo response regulator	glyma.Wm82.gnm1.ann1.Glyma16G02050	1
FT5a	Flowering Locus T 5 gene a	glyma.Wm82.gnm1.ann1.Glyma16G04830	1
FT3a	Flowering Locus T 3 gene a	glyma.Wm82.gnm1.ann1.Glyma16G04840	1
COL13a	Constans-like 13a	glyma.Wm82.gnm1.ann1.Glyma16G05540	1
DGAT2B	diacylglycerol acyltransferase 2 gene B	glyma.Wm82.gnm1.ann1.Glyma16G21960	1
DGAT2C	diacylglycerol acyltransferase 2 gene C	glyma.Wm82.gnm1.ann1.Glyma16G21970	1
TBP2	TATA BINDING PROTEIN 2	glyma.Wm82.gnm1.ann1.Glyma16G25450	1
FT2a	Flowering Locus T 2 gene a	glyma.Wm82.gnm1.ann1.Glyma16G26660	1
FT2b	Flowering Locus T  2 gene b	glyma.Wm82.gnm1.ann1.Glyma16G26690	1
Rj2	Host Resistance Protein	glyma.Wm82.gnm1.ann1.Glyma16G33780	1
RR19	Root Preferential, Response Regulator Type-B	glyma.Wm82.gnm1.ann1.Glyma17G03380	1
C/VIF1	pectinesterase inhibitor 	glyma.Wm82.gnm1.ann1.Glyma17G04050	1
MTO3	METHIONINE OVER-ACCUMULATOR 3	glyma.Wm82.gnm1.ann1.Glyma17G04340	1
DGAT3A	diacylglycerol acyltransferase 3 gene A	glyma.Wm82.gnm1.ann1.Glyma17G04650	1
KASIIa	3-ketoacyl-ACP synthase II	glyma.Wm82.gnm1.ann1.Glyma17G05200	1
MKK2a	Mitogen-activated protein kinase kinase 2 gene a	glyma.Wm82.gnm1.ann1.Glyma17G06020	1
UC2	Uncharacterized protein 2	glyma.Wm82.gnm1.ann1.Glyma17G07200	1
XTH43f	xyloglucan endotransglycosylase/hydrolase	glyma.Wm82.gnm1.ann1.Glyma17G07250	1
RR02	Ubiquitous, Response Regulator Type-A	glyma.Wm82.gnm1.ann1.Glyma17G10170	1
PAP28	Purple acid phosphatase 28 gene	glyma.Wm82.gnm1.ann1.Glyma17G11790	1
EXLB10	expansin-like B gene 10	glyma.Wm82.gnm1.ann1.Glyma17G15640	1
EXLB11	expansin-like B gene 11	glyma.Wm82.gnm1.ann1.Glyma17G15670	1
EXLB12	expansin-like B gene 12	glyma.Wm82.gnm1.ann1.Glyma17G15680	1
EXLB13	expansin-like B gene 13	glyma.Wm82.gnm1.ann1.Glyma17G15690	1
EXLB14	expansin-like B gene 14	glyma.Wm82.gnm1.ann1.Glyma17G15710	1
EXLB15	expansin-like B gene 15	glyma.Wm82.gnm1.ann1.Glyma17G16210	1
PRR47	Ubiquitous, Pseudo response regulator	glyma.Wm82.gnm1.ann1.Glyma17G16360	1
VQ66	VQ motif containing protein gene 66	glyma.Wm82.gnm1.ann1.Glyma17G17210	1
POT	proton-dependent oligopeptide transport  family protein  	glyma.Wm82.gnm1.ann1.Glyma17G25390	1
RR27	Root Specific, Response Regulator Type-B	glyma.Wm82.gnm1.ann1.Glyma17G33230	1
HK04	Root Specific, Histidine Kinase	glyma.Wm82.gnm1.ann1.Glyma17G33670	1
PAP29	Purple acid phosphatase 29 gene	glyma.Wm82.gnm1.ann1.Glyma18G00410	1
VQ67	VQ motif containing protein gene 67	glyma.Wm82.gnm1.ann1.Glyma18G02140	1
HSP21	HEAT SHOCK PROTEIN 21	glyma.Wm82.gnm1.ann1.Glyma18G10760	1
VQ68	VQ motif containing protein gene 68	glyma.Wm82.gnm1.ann1.Glyma18G13001	1
RR05	Ubiquitous, Response Regulator Type-A	glyma.Wm82.gnm1.ann1.Glyma18G17330	1
PAP30	Purple acid phosphatase 30 gene	glyma.Wm82.gnm1.ann1.Glyma18G17580	1
NAB	Nucleic Acids Binding protein	glyma.Wm82.gnm1.ann1.Glyma18G40360	1
MPK4d	Mitogen-activated protein kinase kinase 4 gene d	glyma.Wm82.gnm1.ann1.Glyma18G47140	1
FT1a	Flowering Locus T 1 gene a	glyma.Wm82.gnm1.ann1.Glyma18G53680	1
FT1b	Flowering Locus T 1 gene b	glyma.Wm82.gnm1.ann1.Glyma18G53690	1
SWEET45	sucrose effluxer gene 45	glyma.Wm82.gnm1.ann1.Glyma18G53930	1
SWEET46	sucrose effluxer gene 46	glyma.Wm82.gnm1.ann1.Glyma18G53940	1
SWEET48	sucrose effluxer gene 48	glyma.Wm82.gnm1.ann1.Glyma19G01280	1
PAP31	Purple acid phosphatase 31 gene	glyma.Wm82.gnm1.ann1.Glyma19G03220	1
BCCP2	Biotin carboxyl carrier protein 2	glyma.Wm82.gnm1.ann1.Glyma19G03530	1
FDL1920	Flowering Locus D-like gene 1920	glyma.Wm82.gnm1.ann1.Glyma19G20090	1
COL13b	Constans-like 13b	glyma.Wm82.gnm1.ann1.Glyma19G27240	1
FT3b	Flowering Locus T 3 gene b	glyma.Wm82.gnm1.ann1.Glyma19G28390	1
FT5b	Flowering Locus T 5 gene b	glyma.Wm82.gnm1.ann1.Glyma19G28400	1
VQ69	VQ motif containing protein gene 69	glyma.Wm82.gnm1.ann1.Glyma19G30531	1
VQ70	VQ motif containing protein gene 70	glyma.Wm82.gnm1.ann1.Glyma19G31080	1
RR10	Ubiquitous, Response Regulator Type-A	glyma.Wm82.gnm1.ann1.Glyma19G31320	1
HP06	Root Preferential, Phosphotransfer Protein	glyma.Wm82.gnm1.ann1.Glyma19G33420	1
RR35	Root Preferential, Response Regulator Type-C	glyma.Wm82.gnm1.ann1.Glyma19G35470	1
RR36	Root Specific, Response Regulator Type-C	glyma.Wm82.gnm1.ann1.Glyma19G35480	1
PHA1	plasma membrane H+-ATPase gene 1	glyma.Wm82.gnm1.ann1.Glyma19G35930	1
PAP32	Purple acid phosphatase 32 gene	glyma.Wm82.gnm1.ann1.Glyma19G37850	1
PAP33	Purple acid phosphatase 33 gene	glyma.Wm82.gnm1.ann1.Glyma19G37860	1
VQ71	VQ motif containing protein gene 71	glyma.Wm82.gnm1.ann1.Glyma19G38980	1
COL11b	Constans-like 11b	glyma.Wm82.gnm1.ann1.Glyma19G39460	1
ERS1	Ubiquitous, Histidine Kinase	glyma.Wm82.gnm1.ann1.Glyma19G40090	1
NIP30	NEFA interacting protein 30	glyma.Wm82.gnm1.ann1.Glyma19G40910	1
E3	Phytochrome A2	glyma.Wm82.gnm1.ann1.Glyma19G41210	1
VQ72	VQ motif containing protein gene 72	glyma.Wm82.gnm1.ann1.Glyma19G43590	1
PRR40	Root Preferential, Pseudo response regulator	glyma.Wm82.gnm1.ann1.Glyma19G44970	1
PAP34	Purple acid phosphatase 34 gene	glyma.Wm82.gnm1.ann1.Glyma20G01470	1
PAP35	Purple acid phosphatase 35 gene	glyma.Wm82.gnm1.ann1.Glyma20G03260	1
NAC148	NAC Transcription Factor gene 148	glyma.Wm82.gnm1.ann1.Glyma20G04400	1
COL9b	Constans-like 9b	glyma.Wm82.gnm1.ann1.Glyma20G07051	1
FDL20	Flowering Locus D-like gene 20	glyma.Wm82.gnm1.ann1.Glyma20G10060	1
VQ73	VQ motif containing protein gene 73	glyma.Wm82.gnm1.ann1.Glyma20G15230	1
HMGB6	Transcription factor	glyma.Wm82.gnm1.ann1.Glyma20G23370	1
COL14a	Constans-like 14a	glyma.Wm82.gnm1.ann1.Glyma20G24940	1
COL7b	Constans-like 7b	glyma.Wm82.gnm1.ann1.Glyma20G24940	0
VQ74	VQ motif containing protein gene 74	glyma.Wm82.gnm1.ann1.Glyma20G25070	1
GI1	gigantea protein gene 1	glyma.Wm82.gnm1.ann1.Glyma20G30980	1
UC1	Uncharacterized protein 1, but possessing aMyb-DNA binding domain	glyma.Wm82.gnm1.ann1.Glyma20G32540	1
Lbc2A	Leghemoglobin C2 gene A	glyma.Wm82.gnm1.ann1.Glyma20G33290	1
HP05	Ubiquitous, Phosphotransfer Protein	glyma.Wm82.gnm1.ann1.Glyma20G37450	1
PLDZ1	PHOSPHOLIPASE D ZETA1	glyma.Wm82.gnm1.ann1.Glyma20G38200	1
MYB128	MYB transcription factor MYB128	glyma.Wm82.gnm2.ann1.Glyma.01G003000	1
PPR1	Psudo-Response Regulator gene 1	glyma.Wm82.gnm2.ann1.Glyma.01G003400	1
PPR2	Psudo-Response Regulator gene 2	glyma.Wm82.gnm2.ann1.Glyma.01G004400	1
NAC001	NAC Transcription Factor gene 1	glyma.Wm82.gnm2.ann1.Glyma.01G005500	1
ARGS	arginyl-tRNA synthetase	glyma.Wm82.gnm2.ann1.Glyma.01G006400	1
IQD1	protein IQ-DOMAIN 1	glyma.Wm82.gnm2.ann1.Glyma.01G007000	1
RDR3	RNA-dependent RNA polymerase	glyma.Wm82.gnm2.ann1.Glyma.01G008700	1
PHR1	MYB-CC domain-containing transcription factor PHR1	glyma.Wm82.gnm2.ann1.Glyma.01G009600	1
SLTI248	DEAD-box RNA helicase	glyma.Wm82.gnm2.ann1.Glyma.01G010400	1
PPR3	Psudo-Response Regulator gene 3	glyma.Wm82.gnm2.ann1.Glyma.01G011300	1
PPR4	Psudo-Response Regulator gene 4	glyma.Wm82.gnm2.ann1.Glyma.01G011700	1
CRK1	cysteine-rich receptor-like protein kinase	glyma.Wm82.gnm2.ann1.Glyma.01G013500	1
HSF-02	heat stress transcription factor 2	glyma.Wm82.gnm2.ann1.Glyma.01G015900	1
GH1	AUX/IAA family protein	glyma.Wm82.gnm2.ann1.Glyma.01G019400	1
IAA1	Indole-3-Acetic Acid Responsive Gene 1	glyma.Wm82.gnm2.ann1.Glyma.01G019400	0
SYMRK-ALPHA	symbiosis receptor kinase SymRK-alpha	glyma.Wm82.gnm2.ann1.Glyma.01G020100	1
ERF1	Ethylene-responsive factor gene 1	glyma.Wm82.gnm2.ann1.Glyma.01G025400	1
ALAAT2	alanine aminotransferase 2	glyma.Wm82.gnm2.ann1.Glyma.01G026700	1
CRK2	cysteine-rich receptor-like protein kinase 2	glyma.Wm82.gnm2.ann1.Glyma.01G028100	1
N-36A	early nodulin-36A	glyma.Wm82.gnm2.ann1.Glyma.01G028500	1
ALDH2B1	aldehyde dehydrogenase family 2 member B1	glyma.Wm82.gnm2.ann1.Glyma.01G031500	1
MMP2	Matrix metalloproteinase 2 gene	glyma.Wm82.gnm2.ann1.Glyma.01G036900	1
GER5	germin-like protein 5	glyma.Wm82.gnm2.ann1.Glyma.01G037800	1
MYB158	transcription factor MYB1R1	glyma.Wm82.gnm2.ann1.Glyma.01G038600	1
IAA2	Indole-3-Acetic Acid Responsive Gene 2	glyma.Wm82.gnm2.ann1.Glyma.01G039300	1
GSTU1	tau class glutathione S-transferase	glyma.Wm82.gnm2.ann1.Glyma.01G040000	1
PLP2	proteolipid protein 2 (colonic epithelium-enriched)	glyma.Wm82.gnm2.ann1.Glyma.01G042300	1
IQD2	protein IQ-DOMAIN 2	glyma.Wm82.gnm2.ann1.Glyma.01G043800	1
TCP1	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 1	glyma.Wm82.gnm2.ann1.Glyma.01G045500	1
SLD1.1	delta8-sphingolipid desaturase 1	glyma.Wm82.gnm2.ann1.Glyma.01G046000	1
SG-4	UDP-arabinose glycosyltransferase	glyma.Wm82.gnm2.ann1.Glyma.01G046300	1
UGT73P10	Plant uridine 5' -diphosphate glycosyltransferase 73P10	glyma.Wm82.gnm2.ann1.Glyma.01G046300	0
NAC002	NAC Transcription Factor gene 2	glyma.Wm82.gnm2.ann1.Glyma.01G046800	1
PPR5	Psudo-Response Regulator gene 5	glyma.Wm82.gnm2.ann1.Glyma.01G048100	1
PHR2	MYB-CC domain-containing transcription factor PHR2	glyma.Wm82.gnm2.ann1.Glyma.01G049100	1
NAC003	NAC Transcription Factor gene 3	glyma.Wm82.gnm2.ann1.Glyma.01G051300	1
NAC1	NAC domain protein NAC1	glyma.Wm82.gnm2.ann1.Glyma.01G051300	0
WRKY3	WRKY Transcripiton Factor	glyma.Wm82.gnm2.ann1.Glyma.01G056800	1
SGF14e	14-3-3 protein SGF14e	glyma.Wm82.gnm2.ann1.Glyma.01G058000	1
PPR6	Psudo-Response Regulator gene 6	glyma.Wm82.gnm2.ann1.Glyma.01G060400	1
SABATH1	salicylic acid methyl transferase-like protein	glyma.Wm82.gnm2.ann1.Glyma.01G063100	1
AP1b	Apetella 1 gene b	glyma.Wm82.gnm2.ann1.Glyma.01G064200	1
bZIP2	Basic leucine zipper transcription factor-like protein gene 2	glyma.Wm82.gnm2.ann1.Glyma.01G069300	1
CIM1	cytokinin induced message	glyma.Wm82.gnm2.ann1.Glyma.01G077000	1
MKS2	methylketone synthase 2	glyma.Wm82.gnm2.ann1.Glyma.01G080400	1
ERF2	Ethylene-responsive factor gene  2	glyma.Wm82.gnm2.ann1.Glyma.01G081100	1
MED14-3	Mediator Complex 14 gene 3	glyma.Wm82.gnm2.ann1.Glyma.01G083100	1
ALMT1	aluminum-activated malate transporter family protein	glyma.Wm82.gnm2.ann1.Glyma.01G083700	1
FWL7	protein FW2.2-like 7	glyma.Wm82.gnm2.ann1.Glyma.01G084000	1
TGA01	bZIP transcription factor 1	glyma.Wm82.gnm2.ann1.Glyma.01G084200	1
MED25-2	Mediator Complex 25 gene 2	glyma.Wm82.gnm2.ann1.Glyma.01G086600	1
AOC1	allene oxide cyclase 4, chloroplastic-like	glyma.Wm82.gnm2.ann1.Glyma.01G086900	1
RAV1	AP2/ERF transcription factor family protein RAV1	glyma.Wm82.gnm2.ann1.Glyma.01G087500	1
NAC004	NAC Transcription Factor gene 4	glyma.Wm82.gnm2.ann1.Glyma.01G088200	1
PEPC1	Phosphoenolpyruvate carboxylase gene 1	glyma.Wm82.gnm2.ann1.Glyma.01G091000	1
CHS11	chalcone synthase 11	glyma.Wm82.gnm2.ann1.Glyma.01G091400	1
CHS6a	Chalcone and stilbene synthases, C-terminal domain; Chalcone and stilbene synthases, N-terminal domain 6 gene a	glyma.Wm82.gnm2.ann1.Glyma.01G091400	0
PHO1-H12	PHO1 family protein	glyma.Wm82.gnm2.ann1.Glyma.01G091800	1
KTi1	Kunitz-type trypsin inhibitor	glyma.Wm82.gnm2.ann1.Glyma.01G095000	1
IAA3	Indole-3-Acetic Acid Responsive Gene 3	glyma.Wm82.gnm2.ann1.Glyma.01G098000	1
ALDH18B1	delta-1-pyrroline-5-carboxylate synthase	glyma.Wm82.gnm2.ann1.Glyma.01G099800	1
GSTU4	tau class glutathione S-transferase	glyma.Wm82.gnm2.ann1.Glyma.01G106000	1
Lac1	Laccase 1	glyma.Wm82.gnm2.ann1.Glyma.01G108200	1
Lac2	Laccase 2	glyma.Wm82.gnm2.ann1.Glyma.01G112600	1
PIP1-9	aquaporin PIP1-9	glyma.Wm82.gnm2.ann1.Glyma.01G113400	1
LAX1	auxin transporter-like protein 1	glyma.Wm82.gnm2.ann1.Glyma.01G114000	1
Sle3	Group-1 late embryogenesis abundant protein 3 gene	glyma.Wm82.gnm2.ann1.Glyma.01G119600	1
FAD8-1	fatty acid desaturase 8	glyma.Wm82.gnm2.ann1.Glyma.01G120400	1
AMT2.3	ammonium transporter AMT2.3	glyma.Wm82.gnm2.ann1.Glyma.01G123400	1
SFERH-2	ferritin	glyma.Wm82.gnm2.ann1.Glyma.01G124500	1
DIR22	dirigent protein 22	glyma.Wm82.gnm2.ann1.Glyma.01G127200	1
PIB1	bHLH transcription factor PIB1	glyma.Wm82.gnm2.ann1.Glyma.01G129700	1
LBD1	LBD domain-containing transcription factor	glyma.Wm82.gnm2.ann1.Glyma.01G131000	1
PT01	glycinol 2-dimethylallyl transferase	glyma.Wm82.gnm2.ann1.Glyma.01G134600	1
SPX1	SPX domain-containing protein 1	glyma.Wm82.gnm2.ann1.Glyma.01G135500	1
GOS12	SNARE GOS12	glyma.Wm82.gnm2.ann1.Glyma.01G137300	1
GSTZ1	glutathione S-transferase zeta class	glyma.Wm82.gnm2.ann1.Glyma.01G142800	1
HSF-05	heat stress transcription factor 5	glyma.Wm82.gnm2.ann1.Glyma.01G143500	1
LBD3	LBD domain-containing transcription factor	glyma.Wm82.gnm2.ann1.Glyma.01G143900	1
CYP42	peptidyl-prolyl cis-trans isomerase CYP42	glyma.Wm82.gnm2.ann1.Glyma.01G144800	1
GLYI-1	Glyoxylase 1 gene 1	glyma.Wm82.gnm2.ann1.Glyma.01G146300	1
